predictedValue,RealValue,ErrorPercent
'1.2171933043484249','1','21.719330434842487'
'1.0096817884177962','1','0.9681788417796211'
'1.8952254422245336','1','89.52254422245336'
'1.80232760680323','1','80.232760680323'
'1.276723806518449','2','36.163809674077555'
'1.7184469514558236','5','65.63106097088352'
'1.3595366309144377','3','54.68211230285208'
'1.7244508507289216','1','72.44508507289216'
'1.4554650427896265','1','45.54650427896265'
'1.0099097631644878','2','49.50451184177561'
'1.193514952353296','1','19.351495235329597'
'1.7498678335277662','1','74.98678335277663'
'1.580996202623003','5','68.38007594753994'
'1.5965416774986356','1','59.65416774986356'
'1.509209429439135','2','24.539528528043252'
'1.010022257123254','1','1.0022257123253997'
'1.678677348308482','3','44.04408838971727'
'1.0101356093398133','3','66.32881302200623'
'1.8821402191907282','1','88.21402191907282'
'1.6310033593085491','1','63.10033593085491'
'1.606131757932463','1','60.6131757932463'
'1.81801960686455','3','39.39934643784833'
'1.3888302718459555','4','65.27924320385111'
'0.77070689279941','1','22.929310720059004'
'1.3290495555972206','1','32.90495555972206'
'1.1403533129870411','1','14.035331298704111'
'1.3405531472567982','1','34.05531472567982'
'1.7332145466745448','2','13.33927266627276'
'1.6036889080313799','2','19.815554598431007'
'1.4213942984158192','2','28.93028507920904'
'1.6894514001249048','1','68.94514001249048'
'1.6638042557323176','1','66.38042557323176'
'1.1548384843938648','1','15.483848439386483'
'1.4376237332901336','1','43.76237332901336'
'1.8742396952247418','1','87.42396952247418'
'1.1859820492537916','2','40.70089753731042'
'1.7151844548634316','2','14.24077725682842'
'1.010227772542018','1','1.0227772542017899'
'0.9988753228415235','1','0.1124677158476528'
'1.3595366309144377','1','35.953663091443765'
'1.7465401454431455','1','74.65401454431455'
'1.7990170740095475','1','79.90170740095475'
'2.0233687761827475','2','1.1684388091373732'
'1.121640629081823','25','95.5134374836727'
'1.8794934114297037','1','87.94934114297037'
'1.4463034851939753','1','44.630348519397536'
'1.4553017881705588','4','63.617455295736036'
'1.0098826000095067','1','0.9882600009506692'
'1.8794934114297037','2','6.025329428514814'
'2.066100153668355','3','31.1299948777215'
'1.8591088144474024','1','85.91088144474024'
'1.7608880616206908','1','76.08880616206908'
'1.7678721223752505','2','11.606393881237477'
'1.3640832970919252','1','36.40832970919252'
'1.010374316428525','1','1.0374316428525043'
'1.4161664255666246','2','29.19167872166877'
'1.6863175981581322','1','68.63175981581323'
'1.669775363526886','2','16.511231823655702'
'1.2769800096974602','1','27.69800096974602'
'1.0572996833272366','1','5.729968332723656'
'1.2220437300085811','1','22.204373000858112'
'1.3595366309144377','4','66.01158422713907'
'1.4853847137446743','1','48.53847137446743'
'1.415846426107533','1','41.5846426107533'
'1.5838213077977277','1','58.382130779772766'
'1.684132264771129','2','15.79338676144355'
'0.9006122950382665','1','9.938770496173355'
'1.3888302718459555','1','38.883027184595555'
'1.3071282319876005','1','30.712823198760052'
'1.0478830543271398','1','4.78830543271398'
'2.01023294013264','1','101.02329401326399'
'1.7531962492179618','1','75.31962492179618'
'1.3640832970919252','2','31.79583514540374'
'1.6361978573274838','2','18.19010713362581'
'1.4776003985081112','3','50.746653383062956'
'1.6949894807102381','1','69.49894807102382'
'1.6538276456878862','2','17.30861771560569'
'1.6036889080313799','1','60.36889080313799'
'1.3248158316220338','4','66.87960420944916'
'0.683010085701387','1','31.6989914298613'
'1.684132264771129','1','68.4132264771129'
'1.5849549592273078','1','58.495495922730775'
'1.3290495555972206','1','32.90495555972206'
'1.787268329131106','1','78.7268329131106'
'1.9899521409896832','1','98.99521409896832'
'1.9071354618121856','1','90.71354618121856'
'1.3654694631205437','1','36.546946312054374'
'1.8585274231776125','1','85.85274231776125'
'1.0096817884177962','1','0.9681788417796211'
'1.6311798524191834','1','63.11798524191834'
'1.6036889080313799','2','19.815554598431007'
'1.2758088621400383','2','36.20955689299809'
'1.9903972760804107','1','99.03972760804108'
'1.631139907319012','2','18.443004634049398'
'1.4990298441466274','5','70.01940311706744'
'1.7122536578433225','1','71.22536578433225'
'1.0957897011017381','1','9.578970110173813'
'1.073456107330864','2','46.327194633456806'
'1.6162601118323199','1','61.62601118323199'
'1.64628548768323','1','64.628548768323'
'1.1859820492537916','4','70.35044876865521'
'1.4213942984158192','1','42.13942984158192'
'1.8489970462820273','3','38.366765123932424'
'2.006114109511593','1','100.61141095115929'
'0.9898347687304295','1','1.0165231269570474'
'1.2015741724913018','1','20.157417249130184'
'1.056209569797507','2','47.189521510124656'
'1.5965416774986356','1','59.65416774986356'
'1.8117594725192734','2','9.41202637403633'
'1.8526638075521642','2','7.36680962239179'
'1.0100936502909375','3','66.33021165696876'
'1.1356702460977834','4','71.60824384755541'
'1.4072555953065005','1','40.725559530650045'
'1.056209569797507','3','64.7930143400831'
'1.953241550734139','6','67.44597415443101'
'1.4272637723675738','1','42.726377236757386'
'1.8591088144474024','1','85.91088144474024'
'1.276723806518449','1','27.672380651844897'
'1.3931564579398557','2','30.342177103007216'
'1.3911347878886546','1','39.113478788865464'
'1.9071354618121856','4','52.32161345469536'
'1.4376237332901336','4','64.05940666774666'
'1.471448318902333','1','47.144831890233306'
'0.7275464794187639','1','27.245352058123608'
'1.989879751624748','1','98.9879751624748'
'1.8495847285631029','2','7.520763571844857'
'1.548705034192846','2','22.564748290357695'
'1.3857141099502939','2','30.714294502485306'
'1.4272637723675738','1','42.726377236757386'
'1.302775180812033','2','34.86124095939835'
'1.1843087549955116','1','18.430875499551156'
'1.9294200264864472','1','92.94200264864472'
'1.7244508507289216','2','13.777457463553922'
'1.004567811710825','5','79.90864376578351'
'1.5671531820599367','1','56.71531820599367'
'1.0101356093398133','12','91.58220325550155'
'1.009876428956784','2','49.5061785521608'
'1.4508388172535485','1','45.08388172535484'
'1.4842879631131607','2','25.785601844341965'
'1.2287535170152635','3','59.041549432824546'
'1.953241550734139','1','95.32415507341389'
'1.010227772542018','2','49.48861137289911'
'1.7445655895237175','1','74.45655895237175'
'1.6432878957079324','2','17.83560521460338'
'1.1548384843938648','1','15.483848439386483'
'1.7465401454431455','1','74.65401454431455'
'0.8968903020730441','1','10.310969792695591'
'1.4596731226762196','3','51.34422924412602'
'1.908619781881125','1','90.8619781881125'
'1.2614982855845458','1','26.14982855845458'
'1.4554650427896265','1','45.54650427896265'
'2.2403537872289636','2','12.01768936144818'
'1.6162601118323199','1','61.62601118323199'
'1.3931564579398557','1','39.31564579398557'
'1.3595366309144377','1','35.953663091443765'
'1.0150318145966504','3','66.16560618011165'
'1.7332145466745448','1','73.32145466745447'
'1.8495847285631029','1','84.95847285631028'
'1.3405531472567982','2','32.97234263716009'
'1.2206645851697335','2','38.96677074151332'
'0.9362923030194065','1','6.370769698059354'
'1.5483510269581084','1','54.835102695810846'
'1.621368758575191','2','18.93156207124045'
'1.4444387625238613','1','44.443876252386126'
'1.7576148674523542','1','75.76148674523542'
'1.684132264771129','2','15.79338676144355'
'1.8591088144474024','1','85.91088144474024'
'1.7444523843089657','1','74.44523843089657'
'1.6039878631451743','1','60.39878631451743'
'1.603953704789856','1','60.3953704789856'
'1.0122148225336125','2','49.38925887331938'
'1.4463034851939753','2','27.684825740301232'
'1.7681135952327525','3','41.06288015890825'
'1.4296555423147759','1','42.96555423147759'
'1.7151844548634316','1','71.51844548634317'
'1.7151844548634316','1','71.51844548634317'
'1.6315413155613003','3','45.61528948128999'
'1.4862206524348227','2','25.688967378258866'
'2.1777842160205334','1','117.77842160205334'
'1.7056713016436402','1','70.56713016436402'
'1.7184469514558236','1','71.84469514558236'
'1.698326570322297','3','43.3891143225901'
'1.8526638075521642','1','85.26638075521642'
'1.0186942626340632','1','1.8694262634063152'
'1.5825419175536748','1','58.25419175536748'
'1.004567811710825','2','49.77160941445875'
'1.7465401454431455','1','74.65401454431455'
'1.709897854138893','1','70.9897854138893'
'1.3290495555972206','1','32.90495555972206'
'1.8377925854857513','2','8.110370725712436'
'0.7275464794187639','1','27.245352058123608'
'1.459878315539266','2','27.006084223036698'
'1.4213942984158192','1','42.13942984158192'
'1.2758088621400383','5','74.48382275719923'
'1.27926613776884','1','27.92661377688399'
'1.0653799120210241','5','78.69240175957952'
'2.01023294013264','1','101.02329401326399'
'1.0572996833272366','2','47.13501583363817'
'1.0103687015064542','1','1.0368701506454192'
'1.471448318902333','2','26.427584054883347'
'1.0150318145966504','2','49.24840927016748'
'1.7955736973705538','1','79.55736973705538'
'1.5934921804880575','1','59.34921804880575'
'1.6162601118323199','1','61.62601118323199'
'1.0405178991036788','2','47.97410504481606'
'1.2614982855845458','2','36.925085720772714'
'1.580996202623003','1','58.09962026230031'
'1.7184469514558236','5','65.63106097088352'
'1.7151844548634316','1','71.51844548634317'
'0.9897068774529647','1','1.0293122547035294'
'1.2329431809062228','1','23.29431809062228'
'0.9362923030194065','1','6.370769698059354'
'1.456952327530086','3','51.4349224156638'
'1.7056713016436402','2','14.716434917817988'
'1.7156665087557834','1','71.56665087557835'
'1.5517488666877073','2','22.412556665614638'
'1.0098826000095067','1','0.9882600009506692'
'1.073456107330864','1','7.345610733086394'
'1.2276138893019752','1','22.761388930197523'
'1.264183401568105','2','36.79082992159475'
'1.5511610392004123','1','55.116103920041226'
'1.7798274787327797','1','77.98274787327797'
'1.7332145466745448','1','73.32145466745447'
'1.6198367476412139','1','61.98367476412139'
'0.9006122950382665','1','9.938770496173355'
'1.4444387625238613','1','44.443876252386126'
'0.9898347687304295','1','1.0165231269570474'
'1.5774657658201452','2','21.12671170899274'
'1.7836963034845186','1','78.36963034845186'
'1.0957897011017381','1','9.578970110173813'
'1.2287535170152635','1','22.87535170152635'
'1.3640832970919252','2','31.79583514540374'
'1.7151844548634316','1','71.51844548634317'
'1.1843087549955116','3','60.52304150014961'
'1.4163177342403912','2','29.18411328798044'
'1.5389607202116116','1','53.89607202116116'
'1.779809576295087','1','77.9809576295087'
'1.4463034851939753','1','44.630348519397536'
'1.8565571895116701','1','85.65571895116702'
'2.066100153668355','2','3.305007683417749'
'1.8742396952247418','16','88.28600190484536'
'1.7215271802361816','4','56.96182049409546'
'1.76072647259848','1','76.072647259848'
'1.4148798371748013','1','41.48798371748013'
'1.9903972760804107','1','99.03972760804108'
'1.0186942626340632','1','1.8694262634063152'
'1.452390010197928','2','27.380499490103606'
'1.459349854121965','1','45.9349854121965'
'0.8968903020730441','3','70.1036565975652'
'1.331900329331082','1','33.190032933108206'
'1.0101356093398133','5','79.79728781320374'
'1.5511610392004123','1','55.116103920041226'
'1.5090328078684485','3','49.69890640438505'
'1.9184696028220198','10','80.81530397177981'
'1.7122536578433225','3','42.92487807188925'
'2.1225508563759328','3','29.24830478746891'
'1.3911347878886546','2','30.443260605567268'
'0.9988753228415235','1','0.1124677158476528'
'1.6162601118323199','1','61.62601118323199'
'1.498784850275706','1','49.8784850275706'
'1.4285322531985005','1','42.853225319850054'
'1.3568824795277956','1','35.68824795277956'
'0.7275464794187639','3','75.7484506860412'
'1.6863175981581322','1','68.63175981581323'
'1.1779507888719243','1','17.795078887192428'
'1.2171933043484249','1','21.719330434842487'
'2.041480768688884','3','31.950641043703865'
'1.81801960686455','1','81.801960686455'
'1.5481945639600716','1','54.81945639600716'
'1.0186942626340632','2','49.065286868296845'
'1.5290277997219583','2','23.54861001390208'
'1.8794934114297037','1','87.94934114297037'
'1.7728737039653542','1','77.28737039653541'
'1.509209429439135','1','50.920942943913495'
'1.0100242942578372','1','1.002429425783724'
'1.6968148865811434','1','69.68148865811435'
'2.1496687127735914','1','114.96687127735913'
'2.012196677419868','2','0.6098338709934037'
'1.0478830543271398','2','47.60584728364301'
'1.7678721223752505','1','76.78721223752505'
'1.3911347878886546','1','39.113478788865464'
'1.6520427968264673','3','44.93190677245109'
'1.5965416774986356','2','20.17291612506822'
'0.7275464794187639','2','63.6226760290618'
'1.4213942984158192','1','42.13942984158192'
'1.1292219714763378','4','71.76945071309156'
'1.6638042557323176','2','16.80978721338412'
'0.9184543438441082','3','69.38485520519639'
'1.121640629081823','1','12.164062908182306'
'1.459349854121965','3','51.35500486260117'
'1.7681135952327525','1','76.81135952327524'
'1.580996202623003','1','58.09962026230031'
'1.5928293405330842','2','20.35853297334579'
'1.3941217173566147','2','30.293914132169263'
'1.9895128393578556','1','98.95128393578557'
'1.709897854138893','1','70.9897854138893'
'1.214595858303993','2','39.27020708480035'
'2.006114109511593','1','100.61141095115929'
'1.7056713016436402','1','70.56713016436402'
'1.0653799120210241','4','73.36550219947439'
'1.1218224731209756','1','12.18224731209756'
'2.0100427172296067','2','0.5021358614803351'
'1.7570366388429348','1','75.70366388429348'
'1.498784850275706','1','49.8784850275706'
'1.0122148225336125','1','1.2214822533612502'
'1.2220437300085811','1','22.204373000858112'
'2.2820125893970884','2','14.10062946985442'
'1.7338531322768587','1','73.38531322768587'
'1.6007264286123106','1','60.07264286123106'
'1.290065321919333','1','29.0065321919333'
'1.7734142912961135','2','11.329285435194326'
'1.1190254895058904','1','11.902548950589043'
'1.7895248503443446','1','78.95248503443446'
'1.1694712693932734','1','16.94712693932734'
'1.4116771426912738','1','41.16771426912737'
'1.352168975441724','19','92.88332118188566'
'2.154744090769084','1','115.47440907690839'
'1.5389607202116116','1','53.89607202116116'
'1.703920248741668','2','14.803987562916598'
'1.4116771426912738','1','41.16771426912737'
'1.2287535170152635','1','22.87535170152635'
'1.509209429439135','1','50.920942943913495'
'1.0535621759196097','1','5.356217591960966'
'1.8161364407783303','1','81.61364407783303'
'1.953241550734139','1','95.32415507341389'
'1.6348006143017748','2','18.25996928491126'
'1.0059828208037476','2','49.70085895981262'
'1.6361978573274838','1','63.61978573274838'
'1.7450365519283149','1','74.50365519283149'
'1.719585802983354','1','71.95858029833539'
'1.9184696028220198','1','91.84696028220199'
